SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP24,E5,P14,02/25/2021,3605,347,258
SP09,E3,P03,02/25/2021,6356,38,374
SP24,E5,P19,02/25/2021,602,238,41
SP23,E1,P14,02/26/2021,7042,142,470
SP22,E5,P03,02/26/2021,2968,215,142
SP10,E1,P22,02/26/2021,294,80,17
SP05,E4,P11,02/26/2021,6363,68,213
SP09,E2,P12,02/26/2021,280,220,18
SP11,E3,P21,02/26/2021,406,22,29
SP18,E4,P07,02/26/2021,4144,374,139
SP08,E4,P01,02/26/2021,5341,179,173
SP17,E5,P12,02/26/2021,2947,103,197
SP02,E4,P19,02/26/2021,12026,166,926
SP10,E4,P20,02/26/2021,3983,237,307
SP04,E1,P14,02/26/2021,1792,283,163
SP01,E6,P01,02/26/2021,1526,150,67
SP20,E2,P16,02/26/2021,5313,70,190
SP08,E6,P11,02/26/2021,7728,48,242
SP16,E3,P13,02/26/2021,413,414,22
SP21,E1,P14,02/26/2021,4431,13,493
SP03,E2,P12,02/26/2021,1036,240,58
SP21,E2,P09,02/26/2021,217,147,25
SP15,E1,P19,02/26/2021,7616,16,693
SP12,E6,P16,02/26/2021,11900,256,518
SP25,E4,P19,02/26/2021,10437,350,1044
SP18,E1,P12,03/01/2021,5691,216,335
SP22,E5,P04,03/01/2021,5397,66,300
SP08,E2,P16,03/01/2021,3276,61,143
SP09,E4,P07,03/01/2021,4102,14,187
SP02,E5,P18,03/01/2021,476,86,18
SP14,E3,P16,03/01/2021,4858,138,157
SP09,E3,P08,03/01/2021,7259,69,404
SP08,E1,P03,03/02/2021,6209,35,311
SP09,E4,P16,03/02/2021,12390,269,539
SP20,E6,P21,03/02/2021,686,103,41
SP18,E4,P01,03/02/2021,9030,563,312
SP14,E3,P03,03/02/2021,5376,48,256
SP24,E5,P17,03/02/2021,2898,17,126
SP01,E2,P03,03/02/2021,18900,13,945
SP18,E2,P11,03/02/2021,5082,95,182
SP16,E5,P04,03/02/2021,2016,177,107
SP10,E2,P20,03/02/2021,847,145,50
SP10,E4,P15,03/03/2021,4200,57,350
SP03,E4,P22,03/03/2021,17577,190,977
SP09,E1,P09,03/03/2021,861,108,96
SP03,E3,P07,03/03/2021,3829,434,142
SP01,E6,P18,03/03/2021,1155,238,37
SP19,E5,P15,03/03/2021,11123,189,1391
SP22,E4,P15,03/03/2021,8505,82,532
SP05,E2,P07,03/03/2021,4130,152,138
SP14,E5,P01,03/03/2021,420,43,15
SP07,E5,P06,03/03/2021,994,92,63
SP13,E6,P05,03/03/2021,3689,364,176
SP16,E2,P06,03/03/2021,13195,124,880
SP12,E5,P16,03/04/2021,6545,276,219
SP04,E2,P07,03/04/2021,9982,399,357
SP21,E6,P13,03/04/2021,6363,95,398
SP04,E5,P15,03/04/2021,14336,50,1304
SP24,E1,P10,03/04/2021,7063,182,253
SP17,E5,P11,03/04/2021,5551,176,199
SP05,E2,P09,03/04/2021,448,319,38
SP11,E6,P21,03/05/2021,9121,66,481
SP04,E3,P09,03/05/2021,6258,277,626
SP20,E3,P18,03/05/2021,10752,111,347
SP08,E4,P13,03/05/2021,12411,100,540
SP11,E5,P18,03/05/2021,308,74,10
SP25,E2,P12,03/05/2021,10689,296,764
SP04,E6,P07,03/05/2021,448,98,16
SP11,E2,P05,03/05/2021,4410,271,260
SP15,E6,P15,03/08/2021,6265,501,570
SP05,E3,P21,03/08/2021,7301,116,366
SP03,E5,P18,03/08/2021,4802,330,185
SP14,E3,P01,03/08/2021,1358,99,53
SP21,E2,P02,03/08/2021,1610,284,147
SP03,E6,P22,03/08/2021,63,106,3
SP05,E4,P21,03/08/2021,161,55,8
SP02,E3,P03,03/08/2021,1246,157,70
SP15,E1,P11,03/08/2021,49,250,3
SP09,E2,P03,03/08/2021,4032,150,202
SP18,E3,P09,03/08/2021,1085,181,181
SP10,E2,P10,03/08/2021,4347,135,174
SP15,E5,P17,03/08/2021,7084,193,322
SP13,E3,P04,03/08/2021,5383,117,300
SP06,E3,P12,03/08/2021,1351,232,123
SP19,E5,P19,03/08/2021,3591,455,257
SP13,E3,P12,03/08/2021,1540,27,154
SP22,E2,P07,03/08/2021,9884,113,341
SP18,E1,P13,03/08/2021,9415,296,554
SP02,E5,P07,03/08/2021,1778,52,66
SP17,E3,P04,03/08/2021,8120,224,370
SP23,E6,P01,03/08/2021,2849,128,95
SP13,E5,P13,03/08/2021,2408,288,115
SP07,E3,P17,03/08/2021,12075,265,549
SP06,E3,P18,03/08/2021,2730,120,95
SP19,E6,P04,03/09/2021,1778,267,112
SP18,E4,P09,03/09/2021,4725,157,591
SP13,E3,P20,03/09/2021,6405,40,338
SP03,E6,P08,03/09/2021,2674,402,122
SP24,E1,P08,03/09/2021,5908,149,311
SP24,E5,P03,03/09/2021,7301,39,457
SP24,E2,P10,03/09/2021,154,101,6
SP12,E2,P09,03/09/2021,343,103,29
SP03,E4,P19,03/09/2021,14903,136,1656
SP17,E4,P12,03/09/2021,5390,482,318
SP09,E5,P03,03/09/2021,553,105,27
SP23,E6,P10,03/09/2021,7266,70,346
SP14,E4,P05,03/09/2021,8792,32,419
SP05,E1,P04,03/09/2021,8967,154,561
SP24,E1,P13,03/09/2021,3661,269,167
SP13,E4,P19,03/10/2021,1344,8,112
SP15,E5,P09,03/10/2021,10262,168,856
SP03,E1,P05,03/10/2021,4480,128,264
SP21,E4,P22,03/10/2021,7784,100,300
SP01,E2,P17,03/10/2021,19054,178,658
SP17,E4,P08,03/10/2021,23268,80,1058
SP08,E1,P06,03/11/2021,3885,242,195
SP17,E6,P06,03/11/2021,7147,225,477
SP19,E1,P16,03/11/2021,4571,62,164
SP23,E5,P20,03/11/2021,7973,80,614
SP07,E6,P01,03/11/2021,6055,213,202
SP09,E4,P03,03/11/2021,847,213,43
SP08,E4,P09,03/11/2021,4914,147,702
SP02,E5,P08,03/11/2021,1358,204,76
SP01,E4,P17,03/11/2021,1428,387,50
SP14,E2,P22,03/11/2021,8764,50,439
SP25,E5,P03,03/11/2021,10472,107,456
SP22,E6,P10,03/11/2021,1960,65,70
SP03,E3,P06,03/11/2021,10171,69,536
SP04,E3,P15,03/11/2021,8253,13,551
SP01,E1,P16,03/11/2021,9534,86,367
SP19,E3,P08,03/11/2021,5936,199,350
SP01,E6,P06,03/12/2021,154,172,8
SP08,E4,P18,03/12/2021,5663,155,196
SP09,E6,P15,03/12/2021,11298,14,1256
SP19,E3,P01,03/12/2021,1309,237,49
SP03,E6,P06,03/12/2021,3815,258,212
SP23,E5,P07,03/12/2021,385,227,16
SP18,E2,P22,03/12/2021,315,232,15
SP06,E1,P22,03/12/2021,11823,453,657
SP03,E5,P07,03/12/2021,2891,205,108
SP22,E6,P05,03/12/2021,5278,54,264
SP20,E6,P10,03/12/2021,8036,118,335
SP21,E6,P22,03/12/2021,2940,142,128
SP02,E1,P22,03/12/2021,8309,232,333
SP12,E1,P07,03/12/2021,1820,18,63
SP08,E2,P09,03/12/2021,1393,153,127
SP02,E4,P18,03/12/2021,6440,235,215
SP07,E6,P16,03/12/2021,2275,359,99
SP01,E6,P10,03/12/2021,3941,209,180
SP23,E6,P19,03/12/2021,49,78,4
SP18,E2,P03,03/12/2021,3346,122,168
SP14,E1,P14,03/15/2021,4592,445,511
SP21,E5,P12,03/15/2021,8862,152,522
SP22,E4,P06,03/15/2021,9590,133,640
SP04,E2,P13,03/15/2021,7175,47,359
SP11,E1,P10,03/15/2021,2534,119,91
SP02,E1,P06,03/15/2021,1162,3,62
SP10,E3,P05,03/15/2021,7042,173,470
SP06,E1,P20,03/15/2021,7392,111,493
SP24,E3,P05,03/15/2021,371,191,20
SP23,E4,P06,03/16/2021,7728,151,368
SP20,E5,P18,03/16/2021,518,223,21
SP08,E1,P07,03/16/2021,8547,112,317
SP15,E5,P05,03/16/2021,4018,34,192
SP21,E4,P17,03/16/2021,6118,203,266
SP12,E4,P11,03/16/2021,1582,119,55
SP23,E4,P13,03/16/2021,3626,309,214
SP18,E3,P11,03/16/2021,8981,152,360
SP08,E2,P19,03/16/2021,3304,306,255
SP03,E6,P11,03/16/2021,6076,74,196
SP04,E1,P15,03/16/2021,12530,134,964
SP02,E2,P20,03/16/2021,3675,273,283
SP15,E6,P04,03/16/2021,434,152,28
SP10,E1,P20,03/16/2021,5509,16,307
SP01,E1,P21,03/16/2021,10843,228,517
SP01,E3,P09,03/16/2021,7623,88,587
SP01,E3,P12,03/16/2021,7623,152,636
SP01,E3,P10,03/17/2021,6573,185,313
SP05,E1,P14,03/17/2021,2520,95,149
SP04,E1,P21,03/17/2021,910,14,54
SP24,E2,P19,03/17/2021,5397,8,416
SP16,E3,P16,03/17/2021,4263,464,158
SP19,E6,P17,03/17/2021,7637,114,273
SP11,E3,P13,03/17/2021,15239,156,953
SP23,E2,P08,03/17/2021,7840,81,392
SP16,E3,P18,03/17/2021,1302,298,51
SP16,E2,P17,03/17/2021,3192,459,128
SP23,E4,P16,03/17/2021,4312,79,188
SP18,E2,P16,03/17/2021,6258,49,224
SP05,E2,P22,03/17/2021,7931,257,418
SP19,E3,P22,03/17/2021,2576,67,129
SP03,E1,P17,03/17/2021,623,224,22
SP20,E6,P17,03/17/2021,7567,254,292
SP13,E1,P22,03/18/2021,6363,179,266
SP02,E3,P22,03/18/2021,1645,97,75
SP25,E3,P19,03/18/2021,12740,72,980
SP12,E3,P20,03/18/2021,6755,504,483
SP15,E1,P12,03/18/2021,13321,119,833
SP09,E5,P21,03/18/2021,1078,41,57
SP14,E3,P08,03/18/2021,13104,77,624
SP07,E3,P18,03/18/2021,10241,74,366
SP19,E6,P13,03/19/2021,1904,316,112
SP15,E3,P20,03/19/2021,4116,89,217
SP09,E3,P10,03/19/2021,1302,24,55
SP03,E3,P10,03/19/2021,4606,186,210
SP25,E1,P06,03/19/2021,8526,153,569
SP19,E3,P17,03/22/2021,13832,187,577
SP03,E6,P17,03/22/2021,10962,24,392
SP04,E1,P05,03/22/2021,5383,212,317
SP25,E5,P15,03/22/2021,2856,138,179
SP19,E2,P16,03/22/2021,2954,143,96
SP05,E2,P10,03/22/2021,14385,230,600
SP10,E6,P06,03/22/2021,10346,88,647
SP24,E1,P20,03/22/2021,1568,199,83
SP11,E6,P16,03/22/2021,3682,152,148
SP02,E1,P11,03/22/2021,5544,162,185
SP02,E2,P11,03/22/2021,252,48,10
SP06,E3,P08,03/22/2021,6230,68,271
SP15,E4,P11,03/23/2021,3724,37,129
SP02,E4,P12,03/23/2021,5544,59,427
SP01,E6,P04,03/23/2021,8624,54,392
SP17,E1,P02,03/23/2021,4627,135,515
SP01,E5,P12,03/23/2021,13237,374,1019
SP08,E3,P05,03/23/2021,3143,298,158
SP22,E3,P16,03/23/2021,8631,83,376
SP06,E3,P21,03/23/2021,4886,343,288
SP18,E4,P03,03/23/2021,5012,71,295
SP20,E2,P05,03/23/2021,7847,353,462
SP01,E3,P02,03/24/2021,2709,203,301
SP20,E6,P01,03/24/2021,8918,295,372
SP02,E6,P17,03/24/2021,11942,436,543
SP08,E6,P19,03/24/2021,19173,42,1279
SP16,E1,P17,03/24/2021,2590,209,87
SP16,E4,P04,03/24/2021,2555,73,160
SP10,E5,P05,03/24/2021,861,80,46
SP07,E5,P17,03/24/2021,11956,282,544
SP07,E4,P19,03/24/2021,8589,226,661
SP05,E6,P22,03/24/2021,6496,196,361
SP20,E3,P01,03/24/2021,5299,203,204
SP13,E6,P21,03/24/2021,4858,174,324
SP15,E4,P08,03/24/2021,357,204,19
SP08,E1,P02,03/24/2021,5264,182,405
SP09,E5,P10,03/24/2021,7896,83,304
SP05,E2,P15,03/24/2021,9548,173,796
SP08,E5,P04,03/24/2021,3024,240,178
SP17,E4,P01,03/24/2021,12257,365,409
SP05,E3,P01,03/24/2021,5327,2,184
SP18,E6,P11,03/24/2021,784,208,33
SP08,E6,P13,03/25/2021,5824,248,278
SP25,E4,P22,03/25/2021,11354,119,494
SP11,E3,P15,03/25/2021,7245,185,725
SP16,E4,P12,03/25/2021,2870,480,160
SP25,E4,P09,03/25/2021,721,191,91
SP04,E2,P01,03/25/2021,1274,197,42
SP15,E6,P03,03/25/2021,12187,266,717
SP19,E4,P05,03/25/2021,17969,77,899
SP19,E5,P17,03/25/2021,2471,174,103
SP13,E6,P13,03/25/2021,2296,52,100
SP21,E4,P03,03/25/2021,10801,35,636
SP01,E5,P07,03/25/2021,3031,49,117
SP01,E2,P12,03/25/2021,112,252,11
SP03,E5,P17,03/25/2021,329,130,14
SP03,E4,P12,03/25/2021,9590,154,600
SP09,E3,P07,03/25/2021,3220,209,115
SP04,E1,P11,03/25/2021,9660,106,358
SP08,E1,P14,03/25/2021,9737,184,886
SP05,E6,P15,03/25/2021,3899,199,488
SP10,E6,P18,03/26/2021,1477,58,48
SP15,E5,P10,03/26/2021,4242,324,152
SP25,E2,P19,03/26/2021,8946,163,895
SP25,E1,P09,03/26/2021,14504,150,1813
SP15,E4,P18,03/26/2021,6433,130,202
SP06,E3,P11,03/26/2021,9261,143,343
SP20,E4,P13,03/26/2021,756,71,38
SP03,E2,P15,03/26/2021,4018,10,447
SP12,E5,P08,03/26/2021,168,281,9
SP03,E3,P17,03/26/2021,4004,16,149
SP13,E5,P08,03/26/2021,6272,133,299
SP08,E1,P19,03/26/2021,5215,87,348
SP03,E4,P10,03/26/2021,3094,21,148
SP21,E5,P08,03/26/2021,9324,171,583
SP23,E6,P16,03/26/2021,20447,78,758
SP07,E1,P15,03/26/2021,14189,19,1183
SP13,E1,P20,03/26/2021,6503,231,434
SP06,E2,P12,03/26/2021,2212,24,202
SP11,E4,P21,03/26/2021,2975,45,142
SP14,E2,P14,03/29/2021,4788,217,342
SP13,E2,P14,03/29/2021,9604,201,565
SP21,E4,P07,03/29/2021,616,181,24
SP20,E2,P02,03/29/2021,7644,4,695
SP07,E1,P02,03/29/2021,4193,153,263
SP18,E5,P05,03/29/2021,6132,183,307
SP20,E4,P20,03/29/2021,7896,302,376
SP22,E4,P16,03/29/2021,2576,332,96
SP13,E1,P04,03/29/2021,2821,197,157
SP07,E5,P11,03/29/2021,12103,88,485
SP02,E3,P20,03/29/2021,5271,330,377
SP12,E2,P15,03/29/2021,5117,66,512
SP08,E6,P09,03/30/2021,4767,232,434
SP04,E1,P17,03/30/2021,20076,29,670
SP25,E4,P06,03/30/2021,2583,206,185
SP20,E4,P09,03/30/2021,14210,39,2030
SP01,E3,P15,03/30/2021,4403,25,315
SP03,E5,P10,03/30/2021,12985,279,619
SP14,E3,P13,03/30/2021,1358,63,68
SP01,E1,P15,03/30/2021,203,330,19
SP06,E5,P06,03/30/2021,1281,275,99
SP22,E5,P16,03/30/2021,13475,119,539
SP19,E6,P14,03/30/2021,1547,200,119
SP04,E1,P03,03/31/2021,6013,217,317
SP20,E5,P19,03/31/2021,10703,21,1071
SP10,E3,P11,03/31/2021,7630,236,306
SP21,E2,P06,03/31/2021,5369,251,384
SP03,E5,P21,03/31/2021,7917,115,360
SP02,E5,P06,03/31/2021,259,116,17
SP10,E2,P16,04/01/2021,3115,22,112
SP14,E6,P06,04/01/2021,10731,117,537
SP18,E6,P06,04/01/2021,2352,21,181
SP03,E2,P08,04/01/2021,5138,51,303
SP17,E1,P09,04/01/2021,1428,194,102
SP07,E5,P13,04/01/2021,3598,17,157
SP04,E5,P06,04/01/2021,10528,21,555
SP15,E3,P11,04/02/2021,2100,242,70
SP21,E1,P01,04/02/2021,6797,218,262
SP14,E2,P17,04/02/2021,6202,52,249
SP05,E5,P01,04/02/2021,8001,4,348
SP08,E2,P05,04/02/2021,13832,294,814
SP13,E2,P19,04/02/2021,1568,181,121
SP13,E6,P07,04/02/2021,3129,127,112
SP05,E5,P11,04/02/2021,6944,2,278
SP14,E6,P16,04/02/2021,7672,17,265
SP08,E6,P08,04/02/2021,4137,200,197
SP14,E2,P03,04/02/2021,1365,155,72
SP12,E4,P04,04/02/2021,7238,381,453
SP14,E4,P03,04/02/2021,10500,355,457
SP18,E2,P20,04/02/2021,6790,129,453
SP14,E1,P19,04/02/2021,7203,63,515
SP22,E1,P15,04/02/2021,6202,86,443
SP02,E2,P14,04/05/2021,8351,1,696
SP24,E1,P19,04/05/2021,980,437,109
SP11,E5,P13,04/05/2021,12908,182,562
SP09,E3,P19,04/05/2021,4473,302,320
SP04,E1,P18,04/06/2021,3066,155,93
SP16,E1,P07,04/06/2021,4053,329,177
SP04,E6,P08,04/06/2021,3024,155,152
SP13,E5,P16,04/07/2021,2100,147,68
SP20,E5,P10,04/07/2021,2555,156,112
SP09,E6,P16,04/07/2021,6559,208,243
SP19,E3,P06,04/07/2021,8176,183,390
SP04,E6,P03,04/07/2021,17675,197,884
SP18,E5,P15,04/07/2021,11004,175,1223
SP25,E4,P01,04/07/2021,2233,292,77
SP05,E2,P01,04/07/2021,16359,14,712
SP06,E6,P19,04/07/2021,3192,21,228
SP14,E3,P06,04/07/2021,5313,275,380
SP19,E3,P04,04/07/2021,1841,223,97
SP02,E6,P10,04/07/2021,9884,13,396
SP04,E4,P14,04/07/2021,3066,268,205
SP09,E3,P18,04/07/2021,11207,254,362
SP11,E1,P02,04/07/2021,6321,86,452
SP10,E1,P09,04/07/2021,5299,62,663
SP02,E5,P21,04/08/2021,11578,63,552
SP25,E1,P08,04/08/2021,4298,201,239
SP16,E5,P15,04/08/2021,9548,17,682
SP10,E4,P10,04/08/2021,5663,25,236
SP10,E6,P10,04/08/2021,329,260,15
SP10,E4,P05,04/08/2021,9275,165,489
SP12,E5,P11,04/08/2021,77,133,3
SP10,E1,P04,04/08/2021,4256,110,224
SP23,E6,P03,04/09/2021,4018,413,237
SP15,E6,P05,04/09/2021,6699,138,479
SP24,E2,P13,04/09/2021,4571,17,241
SP05,E5,P13,04/09/2021,4193,79,200
SP18,E2,P09,04/09/2021,392,175,28
SP11,E6,P03,04/09/2021,3192,18,146
SP05,E3,P22,04/09/2021,154,48,7
SP06,E6,P07,04/09/2021,5502,112,212
SP14,E6,P09,04/09/2021,4389,365,439
SP08,E5,P08,04/09/2021,12215,120,764
SP13,E6,P09,04/09/2021,1960,50,140
SP23,E1,P12,04/09/2021,994,389,77
SP19,E4,P10,04/09/2021,3731,41,150
SP22,E2,P22,04/12/2021,11851,45,456
SP18,E4,P18,04/12/2021,7798,77,289
SP10,E4,P08,04/12/2021,658,82,32
SP18,E1,P15,04/12/2021,18963,191,1355
SP10,E1,P08,04/12/2021,574,383,34
SP12,E3,P18,04/12/2021,763,47,28
SP16,E3,P02,04/12/2021,1295,218,108
SP12,E2,P10,04/12/2021,1281,349,61
SP19,E3,P15,04/12/2021,6657,364,606
SP16,E3,P05,04/12/2021,1533,129,110
SP21,E6,P08,04/12/2021,2534,36,121
SP23,E2,P14,04/12/2021,3808,74,224
SP09,E4,P08,04/12/2021,7637,90,425
SP12,E3,P02,04/13/2021,5397,37,416
SP01,E5,P16,04/13/2021,5649,97,202
SP20,E3,P07,04/13/2021,2996,136,116
SP04,E5,P16,04/13/2021,2247,351,87
SP09,E2,P09,04/13/2021,1092,136,84
SP13,E1,P05,04/13/2021,4368,23,292
SP01,E3,P14,04/13/2021,868,90,87
SP07,E2,P01,04/13/2021,8729,35,364
SP13,E2,P08,04/13/2021,2065,17,130
SP07,E4,P08,04/13/2021,6293,48,274
SP05,E4,P19,04/13/2021,7602,247,761
SP16,E3,P03,04/13/2021,10150,223,598
SP10,E6,P03,04/13/2021,11081,311,739
SP14,E2,P04,04/13/2021,588,41,27
SP22,E6,P19,04/13/2021,3710,129,413
SP24,E4,P04,04/14/2021,371,121,27
SP21,E4,P13,04/14/2021,2254,69,119
SP12,E5,P22,04/14/2021,2345,70,112
SP01,E5,P02,04/14/2021,18473,6,2053
SP04,E2,P16,04/14/2021,1680,26,58
SP17,E2,P13,04/14/2021,4508,16,215
SP02,E5,P04,04/15/2021,8463,284,385
SP19,E1,P15,04/15/2021,931,269,117
SP13,E3,P06,04/15/2021,12460,197,623
SP02,E5,P01,04/15/2021,868,78,37
SP21,E6,P18,04/15/2021,301,117,13
SP10,E1,P15,04/15/2021,434,116,37
SP17,E6,P22,04/15/2021,2058,2,115
SP25,E3,P14,04/15/2021,9597,167,873
SP16,E1,P03,04/16/2021,13314,198,784
SP21,E6,P15,04/16/2021,630,106,70
SP04,E2,P04,04/16/2021,8918,31,446
SP15,E1,P18,04/16/2021,7133,446,223
SP23,E5,P12,04/16/2021,1638,106,97
SP16,E1,P02,04/16/2021,8253,262,551
SP02,E1,P01,04/16/2021,5950,30,192
SP13,E4,P02,04/16/2021,7000,5,875
SP15,E3,P16,04/16/2021,2030,162,89
SP23,E1,P03,04/16/2021,8337,306,439
SP03,E1,P01,04/16/2021,1876,171,79
SP09,E3,P06,04/16/2021,9352,293,446
SP02,E1,P02,04/16/2021,5621,154,625
SP03,E1,P09,04/16/2021,6062,12,674
SP17,E2,P04,04/16/2021,5054,154,266
SP10,E2,P11,04/16/2021,7581,239,237
SP13,E2,P10,04/16/2021,7763,125,353
SP14,E5,P14,04/16/2021,9387,181,626
SP01,E3,P13,04/16/2021,966,163,57
SP12,E1,P03,04/16/2021,5278,27,278
SP19,E4,P14,04/16/2021,18354,275,1669
SP16,E1,P10,04/16/2021,1330,161,61
SP24,E3,P06,04/16/2021,1155,91,83
SP17,E2,P09,04/16/2021,4669,101,667
SP08,E3,P12,04/16/2021,4676,25,293
SP11,E2,P11,04/16/2021,602,19,21
SP22,E5,P08,04/19/2021,13090,133,770
SP15,E5,P07,04/19/2021,11928,159,459
SP09,E5,P11,04/19/2021,4634,244,145
SP02,E6,P20,04/19/2021,5292,72,252
SP19,E6,P22,04/19/2021,9065,56,378
SP04,E6,P10,04/19/2021,12299,338,560
SP11,E4,P18,04/19/2021,6818,172,273
SP02,E4,P20,04/19/2021,3773,81,252
SP13,E6,P02,04/19/2021,5138,82,367
SP09,E5,P20,04/19/2021,4557,20,269
SP01,E5,P03,04/19/2021,2751,128,138
SP18,E5,P19,04/19/2021,10906,8,779
SP20,E2,P21,04/19/2021,5621,7,256
SP13,E2,P13,04/20/2021,2471,64,155
SP05,E2,P14,04/20/2021,6139,9,410
SP12,E2,P07,04/20/2021,2807,151,128
SP18,E5,P04,04/20/2021,8169,142,454
SP13,E5,P05,04/20/2021,8785,280,586
SP01,E4,P22,04/20/2021,5628,33,256
SP11,E2,P14,04/20/2021,1302,7,77
SP18,E5,P22,04/20/2021,9282,188,387
SP04,E2,P18,04/20/2021,4046,96,162
SP22,E3,P07,04/20/2021,10605,169,442
SP06,E1,P02,04/20/2021,5929,25,539
SP08,E3,P18,04/20/2021,2611,175,105
SP03,E1,P15,04/20/2021,7686,51,769
SP07,E2,P14,04/20/2021,2786,98,164
SP22,E1,P19,04/20/2021,4123,247,516
SP17,E6,P21,04/20/2021,1477,111,78
SP05,E6,P17,04/20/2021,12040,255,416
SP13,E6,P12,04/20/2021,4340,277,310
SP15,E4,P21,04/20/2021,2639,526,126
SP14,E4,P09,04/21/2021,7931,377,1322
SP13,E4,P07,04/21/2021,1078,298,45
SP19,E5,P13,04/21/2021,8680,429,362
SP18,E4,P08,04/21/2021,8967,15,427
SP14,E2,P11,04/21/2021,12075,258,465
SP05,E6,P12,04/21/2021,4396,68,294
SP11,E4,P16,04/21/2021,2877,84,96
SP14,E4,P04,04/21/2021,1659,291,104
SP16,E5,P19,04/21/2021,616,30,42
SP08,E6,P03,04/21/2021,7021,124,469
SP23,E2,P19,04/21/2021,3255,119,296
SP20,E3,P15,04/21/2021,5516,269,613
SP22,E6,P14,04/21/2021,18039,148,1289
SP11,E6,P18,04/21/2021,12593,254,394
SP18,E4,P16,04/21/2021,1981,28,67
SP05,E2,P04,04/21/2021,6552,112,410
SP08,E2,P04,04/21/2021,10682,213,629
SP16,E6,P19,04/21/2021,11046,156,789
SP22,E2,P05,04/21/2021,4263,140,225
SP01,E6,P09,04/21/2021,5558,440,464
SP23,E3,P18,04/22/2021,4214,155,128
SP09,E1,P13,04/22/2021,7301,46,406
SP04,E3,P19,04/22/2021,4473,179,373
SP10,E4,P11,04/22/2021,11081,349,462
SP24,E4,P05,04/22/2021,1120,274,75
SP18,E3,P08,04/22/2021,10297,48,430
SP20,E6,P02,04/22/2021,1869,343,234
SP10,E1,P13,04/22/2021,12229,182,644
SP16,E2,P04,04/22/2021,7707,173,482
SP02,E2,P18,04/22/2021,1351,150,55
SP12,E1,P16,04/22/2021,7035,185,252
SP01,E4,P07,04/22/2021,3178,323,114
SP10,E4,P19,04/22/2021,3668,336,408
SP07,E3,P09,04/22/2021,15295,160,1700
SP18,E2,P18,04/22/2021,9667,227,323
SP20,E5,P03,04/22/2021,7308,171,488
SP07,E2,P04,04/22/2021,6888,18,328
SP23,E1,P08,04/22/2021,1085,183,46
SP13,E4,P22,04/22/2021,3549,492,148
SP15,E4,P09,04/23/2021,245,365,21
SP04,E5,P21,04/23/2021,525,166,24
SP25,E4,P18,04/23/2021,9373,200,313
SP02,E2,P08,04/23/2021,3822,155,225
SP14,E1,P05,04/23/2021,4326,123,206
SP21,E5,P06,04/23/2021,427,428,23
SP20,E3,P03,04/23/2021,12236,61,816
SP05,E4,P13,04/23/2021,4655,124,259
SP11,E4,P08,04/23/2021,1246,359,78
SP07,E4,P17,04/23/2021,11291,206,452
SP05,E1,P02,04/26/2021,5530,45,395
SP03,E3,P14,04/26/2021,7658,233,851
SP17,E2,P05,04/26/2021,1204,199,67
SP21,E3,P16,04/26/2021,7238,19,250
SP03,E5,P11,04/26/2021,2359,284,91
SP16,E2,P05,04/26/2021,4676,96,234
SP19,E2,P21,04/26/2021,4893,229,233
SP12,E6,P21,04/26/2021,5152,133,258
SP09,E5,P18,04/27/2021,3808,376,142
SP09,E3,P22,04/27/2021,6538,182,273
SP14,E6,P14,04/27/2021,3486,295,249
SP01,E5,P11,04/27/2021,4865,94,174
SP23,E6,P14,04/27/2021,4606,74,384
SP22,E4,P17,04/27/2021,35,380,2
SP03,E6,P20,04/27/2021,6069,304,304
SP01,E1,P17,04/27/2021,21,117,1
SP05,E4,P01,04/27/2021,8071,16,299
SP11,E2,P19,04/27/2021,2716,267,194
SP15,E1,P09,04/27/2021,7574,136,842
SP20,E6,P05,04/27/2021,931,48,52
SP21,E4,P04,04/27/2021,9499,141,500
SP23,E1,P09,04/27/2021,350,167,25
SP01,E6,P03,04/27/2021,371,437,20
SP12,E6,P17,04/27/2021,10367,156,432
SP09,E3,P13,04/27/2021,9597,129,600
SP17,E5,P08,04/27/2021,2443,379,102
SP04,E6,P18,04/27/2021,3556,75,123
SP17,E4,P07,04/27/2021,2457,261,82
SP04,E6,P14,04/27/2021,16170,71,952
SP05,E4,P10,04/27/2021,8456,178,302
SP08,E4,P05,04/27/2021,28,147,2
SP02,E2,P13,04/27/2021,10794,118,450
SP18,E4,P21,04/27/2021,7539,10,444
SP01,E6,P17,04/28/2021,2982,102,120
SP18,E2,P05,04/28/2021,6237,73,347
SP12,E3,P14,04/28/2021,11564,28,1285
SP15,E4,P05,04/28/2021,105,73,7
SP03,E1,P16,04/29/2021,10402,33,417
SP12,E5,P12,04/29/2021,20993,411,1235
SP07,E6,P08,04/29/2021,7658,190,383
SP25,E3,P05,04/29/2021,1981,235,105
SP25,E3,P09,04/29/2021,4816,64,402
SP09,E1,P22,04/29/2021,3661,287,147
SP09,E1,P10,04/29/2021,2688,580,128
SP01,E5,P18,04/29/2021,2534,159,80
SP08,E6,P05,04/29/2021,1820,81,91
SP13,E2,P21,04/29/2021,5432,107,388
SP15,E2,P08,04/30/2021,7189,117,400
SP13,E4,P01,04/30/2021,6188,18,207
SP06,E2,P17,04/30/2021,3283,260,150
SP21,E3,P02,04/30/2021,6524,275,502
SP07,E5,P18,04/30/2021,5180,32,192
SP09,E5,P15,04/30/2021,12838,241,803
